Player,Team,Position,Age,Date.of.Birth,Birth.City,Birth.State.Province,Birth.Country,Nationality,Height..in.,Weight..lbs.,Draft.Year,Draft.Team,Draft.Round,Round.Pick,Overall.Draft.Position
AARON.DOWNEY,DET,R,44,1974-08-27,Shelburne,ON,CAN,CAN,73,215,-,-,-,-,-
AARON.JOHNSON,NYI,D,35,1983-04-30,Port Hawkesbury,NS,CAN,CAN,73,204,2001,CBJ,3,22,85
AARON.MILLER,VAN,D,47,1971-08-11,Buffalo,NY,USA,USA,75,210,1989,NYR,5,4,88
AARON.ROME,CBJ,D,34,1983-09-27,Nesbitt,MB,CAN,CAN,73,220,2002,L.A,4,8,104
AARON.VOROS,MIN,L,37,1981-07-02,Vancouver,BC,CAN,CAN,74,210,2001,N.J,8,2,229
AARON.WARD,BOS,D,45,1973-01-17,Windsor,ON,CAN,CAN,74,209,1991,WIN,1,5,5
ADAM.BERTI,CHI,L,32,1986-07-01,Scarborough,ON,CAN,CAN,75,205,2004,CHI,3,3,68
ADAM.BURISH,CHI,R,35,1983-01-06,Madison,WI,USA,USA,73,195,2002,CHI,9,22,282
ADAM.FOOTE,CBJ,D,47,1971-07-10,Toronto,ON,CAN,CAN,74,220,1989,QUE,2,1,22
ADAM.FOOTE,COL,D,47,1971-07-10,Toronto,ON,CAN,CAN,74,220,1989,QUE,2,1,22
ADAM.HALL,PIT,R,38,1980-08-14,Kalamazoo,MI,USA,USA,74,212,1999,NSH,2,24,52
ADAM.MAIR,BUF,C,39,1979-02-15,Hamilton,ON,CAN,CAN,73,208,1997,TOR,4,4,84
ADAM.PINEAULT,CBJ,R,32,1986-05-23,Holyoke,MA,USA,USA,73,201,2004,CBJ,2,16,46
ADRIAN.AUCOIN,CGY,D,45,1973-07-03,Ottawa,ON,CAN,CAN,74,215,1992,VAN,5,21,117
ALAIN.NASREDDINE,PIT,D,43,1975-07-10,Montreal,QC,CAN,CAN,73,204,1993,FLA,6,5,135
ALES.HEMSKY,EDM,R,35,1983-08-13,Pardubice,,CZE,CZE,72,177,2001,EDM,1,13,13
ALES.KOTALIK,BUF,R,39,1978-12-23,Jindrichuv Hradec,,CZE,CZE,73,225,1998,BUF,6,19,164
ALEX.FOSTER,TOR,C,34,1984-08-26,Canton,MI,USA,USA,72,200,-,-,-,-,-
ALEX.FROLOV,L.A,L,36,1982-06-19,Moscow,,RUS,RUS,74,210,2000,L.A,1,20,20
ALEX.GOLIGOSKI,PIT,D,33,1985-07-30,Grand Rapids,MN,USA,USA,71,185,2004,PIT,2,31,61
ALEX.KOVALEV,MTL,R,45,1973-02-24,Togliatti,,RUS,RUS,74,222,1991,NYR,1,15,15
ALEX.OVECHKIN,WSH,L,33,1985-09-17,Moscow,,RUS,RUS,75,235,2004,WSH,1,1,1
ALEX.TANGUAY,CGY,L,38,1979-11-21,Ste-Justine,QC,CAN,CAN,73,194,1998,COL,1,12,12
ALEXANDER.EDLER,VAN,D,32,1986-04-21,Ostersund,,SWE,SWE,75,214,2004,VAN,3,26,91
ALEXANDER.NIKULIN,OTT,C,33,1985-08-25,Perm,,RUS,RUS,73,198,2004,OTT,4,24,122
ALEXANDER.RADULOV,NSH,R,32,1986-07-05,Nizhny Tagil,,RUS,RUS,73,201,2004,NSH,1,15,15
ALEXANDER.SEMIN,WSH,R,34,1984-03-03,Krasnojarsk,,RUS,RUS,74,211,2002,WSH,1,13,13
ALEXANDER.STEEN,TOR,L,34,1984-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,TOR,1,24,24
ALEXANDRE.BURROWS,VAN,L,37,1981-04-11,Pincourt,QC,CAN,CAN,73,197,-,-,-,-,-
ALEXANDRE.PICARD,PHI,D,33,1985-07-05,Gatineau,QC,CAN,CAN,75,215,2003,PHI,3,17,85
ALEXANDRE.PICARD,T.B,D,33,1985-07-05,Gatineau,QC,CAN,CAN,75,215,2003,PHI,3,17,85
ALEXANDRE.PICARD,CBJ,L,32,1985-10-09,Les Saules,QC,CAN,CAN,74,206,2004,CBJ,1,8,8
ALEXEI.PONIKAROVSKY,TOR,L,38,1980-04-09,Kiev,,UKR,UKR,76,225,1998,TOR,4,1,87
ALEXEI.SEMENOV,S.J,D,37,1981-04-10,Murmansk,,RUS,RUS,78,245,1999,EDM,2,8,36
ALEXEI.ZHITNIK,ATL,D,45,1972-10-10,Kiev,,UKR,UKR,71,225,1991,L.A,4,15,81
ALLAN.ROURKE,EDM,D,38,1980-03-06,Mississauga,ON,CAN,CAN,74,215,1998,TOR,6,9,154
ANDERS.ERIKSSON,CGY,D,43,1975-01-09,Bollnas,,SWE,SWE,75,224,1993,DET,1,22,22
ANDRE.ROY,T.B,R,43,1975-02-08,Port Chester,NY,USA,USA,76,229,1994,BOS,6,21,151
ANDREAS.KARLSSON,T.B,C,43,1975-08-19,Luvika,,SWE,SWE,76,201,1993,CGY,6,18,148
ANDREAS.LILJA,DET,D,43,1975-07-13,Helsingborg,,SWE,SWE,75,220,2000,L.A,2,24,54
ANDREI.KOSTITSYN,MTL,L,33,1985-02-03,Novopolotsk,,BLR,BLR,72,214,2003,MTL,1,10,10
ANDREI.MARKOV,MTL,D,39,1978-12-20,Voskresensk,,RUS,RUS,72,200,1998,MTL,6,17,162
ANDREI.ZYUZIN,CHI,D,40,1978-01-21,Ufa,,RUS,RUS,73,208,1996,S.J,1,2,2
ANDREJ.MESZAROS,OTT,D,32,1985-10-13,Povaská Bystrica,,SVK,SVK,74,223,2004,OTT,1,23,23
ANDREJ.SEKERA,BUF,D,32,1986-06-08,Bojnice,,SVK,SVK,72,200,2004,BUF,3,6,71
ANDREW.ALBERTS,BOS,D,37,1981-06-30,Minneapolis,MN,USA,USA,77,218,2001,BOS,6,14,179
ANDREW.BRUNETTE,COL,L,45,1973-08-24,Sudbury,ON,CAN,CAN,73,215,1993,WSH,7,18,174
ANDREW.COGLIANO,EDM,"C, L",31,1987-06-14,Toronto,ON,CAN,CAN,70,177,2005,EDM,1,25,25
ANDREW.EBBETT,ANA,C,35,1983-01-02,Vernon,BC,CAN,CAN,69,174,-,-,-,-,-
ANDREW.FERENCE,BOS,D,39,1979-03-17,Edmonton,AB,CAN,CAN,71,182,1997,PIT,8,18,208
ANDREW.LADD,CAR,L,32,1985-12-12,Maple Ridge,BC,CAN,CAN,75,192,2004,CAR,1,4,4
ANDREW.LADD,CHI,L,32,1985-12-12,Maple Ridge,BC,CAN,CAN,75,192,2004,CAR,1,4,4
ANDREW.MURRAY,CBJ,C,36,1981-11-06,Selkirk,MB,CAN,CAN,74,210,2001,CBJ,8,15,242
ANDREW.PETERS,BUF,L,38,1980-05-05,St. Catharines,ON,CAN,CAN,76,240,1998,BUF,2,7,34
ANDY.GREENE,N.J,D,35,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
ANDY.HILBERT,NYI,L,37,1981-02-06,Howell,MI,USA,USA,70,188,2000,BOS,2,7,37
ANDY.MCDONALD,ANA,L,41,1977-08-25,Strathroy,ON,CAN,CAN,70,175,-,-,-,-,-
ANDY.MCDONALD,STL,L,41,1977-08-25,Strathroy,ON,CAN,CAN,70,175,-,-,-,-,-
ANDY.SUTTON,NYI,D,43,1975-03-10,Kingston,ON,CAN,CAN,78,245,-,-,-,-,-
ANDY.WOZNIEWSKI,TOR,D,38,1980-05-25,Buffalo Grove,IL,USA,USA,77,225,-,-,-,-,-
ANTHONY.STEWART,FLA,R,33,1985-01-05,LaSalle,QC,CAN,CAN,75,230,2003,FLA,1,25,25
ANTOINE.VERMETTE,OTT,C,36,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
ANTON.STRALMAN,TOR,D,32,1986-08-01,Tibro,,SWE,SWE,71,190,2005,TOR,7,22,216
ANTON.VOLCHENKOV,OTT,D,36,1982-02-25,Moscow,,RUS,RUS,73,220,2000,OTT,1,21,21
ANTTI.MIETTINEN,DAL,R,38,1980-07-03,Hämeenlinna,,FIN,FIN,72,190,2000,DAL,7,27,224
ANTTI.PIHLSTROM,NSH,L,33,1984-10-22,Vantaa,,FIN,FIN,71,190,-,-,-,-,-
ANZE.KOPITAR,L.A,C,31,1987-08-24,Jesenice,,SVN,SVN,75,224,2005,L.A,1,11,11
ARRON.ASHAM,N.J,R,40,1978-04-13,Portage La Prairie,MB,CAN,CAN,71,210,1996,MTL,3,19,71
B.J..CROMBEEN,DAL,R,33,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
BARRET.JACKMAN,STL,D,37,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
BARRY.TALLACKSON,N.J,R,35,1983-04-14,Grafton,ND,USA,USA,77,215,2002,N.J,2,23,53
BATES.BATTAGLIA,TOR,L,42,1975-12-13,Chicago,IL,USA,USA,74,205,1994,ANA,6,2,132
BEN.EAGER,CHI,L,34,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
BEN.EAGER,PHI,L,34,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
BEN.GUITE,COL,R,40,1978-07-17,Montreal,QC,CAN,CAN,73,210,1997,MTL,7,11,172
BEN.ONDRUS,TOR,R,36,1982-06-25,Sherwood Park,AB,CAN,CAN,71,208,-,-,-,-,-
BEN.WALTER,NYI,C,34,1984-05-11,Beaconsfield,QC,CAN,CAN,73,190,2004,BOS,5,31,160
BENOIT.POULIOT,MIN,L,31,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
BILL.GUERIN,NYI,R,47,1970-11-09,Worcester,MA,USA,USA,74,220,1989,N.J,1,5,5
BILL.THOMAS,PHX,R,35,1983-06-20,Pittsburgh,PA,USA,USA,73,185,-,-,-,-,-
BLAIR.BETTS,NYR,C,38,1980-02-16,Edmonton,AB,CAN,CAN,75,210,1998,CGY,2,6,33
BLAIR.JONES,T.B,C,31,1986-09-27,Central Butte,SK,CAN,CAN,74,216,2005,T.B,4,11,102
BLAKE.COMEAU,NYI,L,32,1986-02-18,Meadow Lake,SK,CAN,CAN,73,202,2004,NYI,2,17,47
BOBBY.ALLEN,BOS,D,39,1978-11-14,Weymouth,MA,USA,USA,72,201,1998,BOS,2,25,52
BOBBY.HOLIK,ATL,C,47,1971-01-01,Jihlava,,CZE,CZE,76,230,1989,HFD,1,10,10
BOBBY.RYAN,ANA,R,31,1987-03-17,Cherry Hill,NJ,USA,USA,74,204,2005,ANA,1,2,2
BORIS.VALABIK,ATL,D,32,1986-02-14,Nitra,,SVK,SVK,79,255,2004,ATL,1,10,10
BOYD.DEVEREAUX,TOR,C,40,1978-04-16,Seaforth,ON,CAN,CAN,74,195,1996,EDM,1,6,6
BOYD.GORDON,WSH,C,34,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
BRAD.BOYES,STL,R,36,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
BRAD.ISBISTER,VAN,L,41,1977-05-07,Edmonton,AB,CAN,CAN,76,225,1995,WIN,3,15,67
BRAD.LARSEN,ATL,L,41,1977-06-28,Nakusp,BC,CAN,CAN,72,210,1997,COL,4,7,87
BRAD.LUKOWICH,T.B,D,42,1976-08-12,Cranbrook,BC,CAN,CAN,73,191,1994,NYI,4,12,90
BRAD.MAY,ANA,L,46,1971-11-29,Toronto,ON,CAN,CAN,73,213,1990,BUF,1,14,14
BRAD.RICHARDS,DAL,C,38,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
BRAD.RICHARDS,T.B,C,38,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
BRAD.RICHARDSON,COL,C,33,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
BRAD.STUART,DET,D,38,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
BRAD.STUART,L.A,D,38,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
BRAD.WINCHESTER,DAL,L,37,1981-03-01,Madison,WI,USA,USA,77,230,2000,EDM,2,5,35
BRADY.MURRAY,L.A,L,34,1984-08-17,Brandon,MB,CAN,USA,70,185,2003,L.A,5,16,152
BRANDON.BOCHENSKI,ANA,R,36,1982-04-04,Blaine,MN,USA,USA,73,195,2001,OTT,7,27,223
BRANDON.BOCHENSKI,BOS,R,36,1982-04-04,Blaine,MN,USA,USA,73,195,2001,OTT,7,27,223
BRANDON.BOCHENSKI,NSH,R,36,1982-04-04,Blaine,MN,USA,USA,73,195,2001,OTT,7,27,223
BRANDON.DUBINSKY,NYR,C,32,1986-04-29,Anchorage,AK,USA,USA,74,205,2004,NYR,2,30,60
BRANDON.NOLAN,CAR,C,35,1983-07-18,St. Catharines,ON,CAN,CAN,73,192,2003,VAN,4,10,111
BRANISLAV.MEZEI,FLA,D,37,1980-10-08,Nitra,,SVK,SVK,76,235,1999,NYI,1,10,10
BRANKO.RADIVOJEVIC,MIN,R,37,1980-11-24,Piestany,,SVK,SVK,72,208,1999,COL,3,27,93
BRAYDON.COBURN,PHI,D,33,1985-02-27,Shaunavon,SK,CAN,CAN,77,223,2003,ATL,1,8,8
BRENDAN.BELL,PHX,D,35,1983-03-31,Ottawa,ON,CAN,CAN,74,205,2001,TOR,3,2,65
BRENDAN.MORRISON,VAN,C,43,1975-08-15,Pitt Meadows,BC,CAN,CAN,71,176,1993,N.J,2,13,39
BRENDAN.SHANAHAN,NYR,L,49,1969-01-23,Mimico,ON,CAN,CAN,75,220,1987,N.J,1,2,2
BRENDAN.WITT,NYI,D,43,1975-02-20,Humboldt,SK,CAN,CAN,74,223,1993,WSH,1,11,11
BRENDEN.MORROW,DAL,L,39,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
BRENT.BURNS,MIN,D,33,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
BRENT.SEABROOK,CHI,D,33,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
BRENT.SOPEL,CHI,D,41,1977-01-07,Calgary,AB,CAN,CAN,74,205,1995,VAN,6,14,144
BRET.HEDICAN,CAR,D,48,1970-08-10,St. Paul,MN,USA,USA,74,210,1988,STL,10,9,198
BRETT.CLARK,COL,D,41,1976-12-23,Wapella,SK,CAN,CAN,72,194,1996,MTL,6,19,154
BRETT.LEBDA,DET,D,36,1982-01-15,Buffalo Grove,IL,USA,USA,69,195,-,-,-,-,-
BRETT.MCLEAN,FLA,C,40,1978-08-14,Comox,BC,CAN,CAN,71,184,1997,DAL,9,25,242
BRETT.STERLING,ATL,L,34,1984-04-24,Los Angeles,CA,USA,USA,67,175,2003,ATL,5,9,145
BRIAN.BOYLE,L.A,C,33,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
BRIAN.CAMPBELL,BUF,D,39,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
BRIAN.CAMPBELL,S.J,D,39,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
BRIAN.GIONTA,N.J,R,39,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
BRIAN.LEE,OTT,D,31,1987-03-26,Moorhead,MN,USA,USA,75,200,2005,OTT,1,9,9
BRIAN.MCGRATTAN,OTT,R,37,1981-09-02,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
BRIAN.POTHIER,WSH,D,41,1977-04-15,New Bedford,MA,USA,USA,72,204,-,-,-,-,-
BRIAN.RAFALSKI,DET,D,44,1973-09-28,Dearborn,MI,USA,USA,70,194,-,-,-,-,-
BRIAN.ROLSTON,MIN,R,45,1973-02-21,Flint,MI,USA,USA,74,215,1991,N.J,1,11,11
BRIAN.SUTHERBY,ANA,C,36,1982-03-01,Edmonton,AB,CAN,CAN,74,208,2000,WSH,1,26,26
BRIAN.SUTHERBY,WSH,C,36,1982-03-01,Edmonton,AB,CAN,CAN,74,208,2000,WSH,1,26,26
BRIAN.WILLSIE,L.A,R,40,1978-03-16,Belmont,ON,CAN,CAN,73,202,1996,COL,6,11,146
BROOKS.LAICH,WSH,C,35,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
BROOKS.ORPIK,PIT,D,37,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
BRUNO.GERVAIS,NYI,D,33,1984-10-03,Longueuil,QC,CAN,CAN,73,200,2003,NYI,6,15,182
BRYAN.ALLEN,FLA,D,38,1980-08-21,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
BRYAN.BERARD,NYI,D,41,1977-03-05,Woonsocket,RI,USA,USA,74,220,1995,OTT,1,1,1
BRYAN.BICKELL,CHI,L,32,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
BRYAN.LITTLE,ATL,C,30,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
BRYAN.MCCABE,TOR,D,43,1975-06-08,St. Catharines,ON,CAN,CAN,74,223,1993,NYI,2,14,40
BRYAN.SMOLINSKI,MTL,C,46,1971-12-27,Toledo,OH,USA,USA,73,203,1990,BOS,1,21,21
BRYAN.YOUNG,EDM,D,32,1986-08-06,Ennismore,ON,CAN,CAN,73,191,2004,EDM,5,17,146
BRYCE.SALVADOR,N.J,D,42,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
BRYCE.SALVADOR,STL,D,42,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
BYRON.RITCHIE,VAN,C,41,1977-04-24,Burnaby,BC,CAN,CAN,70,190,1995,HFD,7,9,165
CAL.CLUTTERBUCK,MIN,R,30,1987-11-18,Welland,ON,CAN,CAN,71,216,2006,MIN,3,9,72
CAM.BARKER,CHI,D,32,1986-04-04,Winnipeg,MB,CAN,CAN,75,223,2004,CHI,1,3,3
CAM.JANSSEN,STL,R,34,1984-04-15,St. Louis,MO,USA,USA,72,215,2002,N.J,4,21,117
CARLO.COLAIACOVO,TOR,D,35,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
CASEY.BORER,CAR,D,33,1985-07-28,Minneapolis,MN,USA,USA,74,205,2004,CAR,3,4,69
CHAD.KILGER,TOR,L,41,1976-11-27,Cornwall,ON,CAN,CAN,76,224,1995,ANA,1,4,4
CHAD.LAROSE,CAR,R,36,1982-03-27,Fraser,MI,USA,USA,70,181,-,-,-,-,-
CHRIS.BOURQUE,WSH,L,32,1986-01-29,Boston,MA,USA,USA,68,174,2004,WSH,2,3,33
CHRIS.CAMPOLI,NYI,D,34,1984-07-09,Mississauga,ON,CAN,CAN,72,200,2004,NYI,7,34,227
CHRIS.CHELIOS,DET,D,56,1962-01-25,Chicago,IL,USA,USA,72,191,1981,MTL,2,19,40
CHRIS.CLARK,WSH,R,42,1976-03-08,South Windsor,CT,USA,USA,72,191,1994,CGY,3,25,77
CHRIS.CONNER,DAL,R,34,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
CHRIS.DRURY,NYR,C,42,1976-08-20,Trumbull,CT,USA,USA,70,191,1994,QUE,3,20,72
CHRIS.GRATTON,T.B,C,43,1975-07-05,Brantford,ON,CAN,CAN,76,226,1993,T.B,1,3,3
CHRIS.HIGGINS,MTL,L,35,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
CHRIS.KELLY,OTT,C,37,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
CHRIS.KUNITZ,ANA,L,38,1979-09-26,Regina,SK,CAN,CAN,72,195,-,-,-,-,-
CHRIS.MINARD,PIT,L,36,1981-11-18,Owen sound,ON,CAN,CAN,73,190,-,-,-,-,-
CHRIS.NEIL,OTT,R,39,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
CHRIS.PHILLIPS,OTT,D,40,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
CHRIS.PRONGER,ANA,D,43,1974-10-10,Dryden,ON,CAN,CAN,78,220,1993,HFD,1,2,2
CHRIS.SIMON,MIN,L,46,1972-01-30,Wawa,ON,CAN,CAN,75,232,1990,PHI,2,4,25
CHRIS.SIMON,NYI,L,46,1972-01-30,Wawa,ON,CAN,CAN,75,232,1990,PHI,2,4,25
CHRIS.THORBURN,ATL,R,35,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
CHRISTIAN.BACKMAN,NYR,D,38,1980-04-28,Gothenburg,,SWE,SWE,76,210,1998,STL,1,24,24
CHRISTIAN.BACKMAN,STL,D,38,1980-04-28,Gothenburg,,SWE,SWE,76,210,1998,STL,1,24,24
CHRISTIAN.EHRHOFF,S.J,D,36,1982-07-06,Moers,,DEU,DEU,74,201,2001,S.J,4,10,106
CHRISTOPH.SCHUBERT,OTT,D,36,1982-02-05,Munich,,DEU,DEU,75,230,2001,OTT,4,31,127
CHUCK.KOBASEW,BOS,R,36,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
CLARKE.MACARTHUR,BUF,L,33,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
CLAUDE.GIROUX,PHI,C,30,1988-01-12,Hearst,ON,CAN,CAN,71,185,2006,PHI,1,22,22
CLAY.WILSON,CBJ,D,35,1983-04-05,Sturgeon Lake,MN,USA,USA,72,195,-,-,-,-,-
CODY.BASS,OTT,C,31,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
CODY.MCCORMICK,COL,C,35,1983-04-18,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
CODY.MCLEOD,COL,L,34,1984-06-26,Binscarth,MB,CAN,CAN,74,210,-,-,-,-,-
COLBY.ARMSTRONG,ATL,R,35,1982-11-23,Lloydminster,SK,CAN,CAN,74,185,2001,PIT,1,21,21
COLBY.ARMSTRONG,PIT,R,35,1982-11-23,Lloydminster,SK,CAN,CAN,74,185,2001,PIT,1,21,21
COLIN.FRASER,CHI,C,33,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
COLIN.STUART,ATL,L,36,1982-07-08,Rochester,MN,USA,USA,74,205,2001,ATL,5,4,135
COLIN.WHITE,N.J,D,40,1977-12-12,New glasgow,NS,CAN,CAN,76,215,1996,N.J,2,23,49
COLTON.ORR,NYR,R,36,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
CONNOR.JAMES,PIT,L,36,1982-08-25,Calgary,AB,CAN,CAN,70,180,2002,L.A,9,19,279
COREY.LOCKE,MTL,C,34,1984-05-08,Toronto,ON,CAN,CAN,69,175,2003,MTL,4,12,113
COREY.PERRY,ANA,R,33,1985-05-16,Peterborough,ON,CAN,CAN,75,213,2003,ANA,1,28,28
CORY.MURPHY,FLA,D,40,1978-02-13,Kanata,ON,CAN,CAN,69,175,-,-,-,-,-
CORY.SARICH,CGY,D,40,1978-08-16,Saskatoon,SK,CAN,CAN,76,207,1996,BUF,2,1,27
CORY.STILLMAN,CAR,L,44,1973-12-20,Peterborough,ON,CAN,CAN,72,193,1992,CGY,1,6,6
CORY.STILLMAN,OTT,L,44,1973-12-20,Peterborough,ON,CAN,CAN,72,193,1992,CGY,1,6,6
CRAIG.ADAMS,CAR,R,41,1977-04-26,Seria,,BRN,CAN,72,200,1996,HFD,9,8,223
CRAIG.ADAMS,CHI,R,41,1977-04-26,Seria,,BRN,CAN,72,200,1996,HFD,9,8,223
CRAIG.CONROY,CGY,C,47,1971-09-04,Potsdam,NY,USA,USA,74,193,1990,MTL,6,18,123
CRAIG.MACDONALD,T.B,C,41,1977-04-07,Antigonish,NS,CAN,CAN,73,201,1996,HFD,4,8,88
CRAIG.RIVET,S.J,D,44,1974-09-13,North Bay,ON,CAN,CAN,74,207,1992,MTL,3,20,68
CRAIG.WELLER,PHX,R,37,1981-03-17,Calgary,AB,CAN,CAN,76,220,2000,STL,5,37,167
CURTIS.BROWN,S.J,C,42,1976-02-12,Unity,SK,CAN,CAN,72,200,1994,BUF,2,17,43
CURTIS.GLENCROSS,CBJ,L,35,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
CURTIS.GLENCROSS,EDM,L,35,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
DAINIUS.ZUBRUS,N.J,C,40,1978-06-16,Elektrenai,,LTU,LTU,77,225,1996,PHI,1,15,15
DALLAS.DRAKE,DET,R,49,1969-02-04,Trail,BC,CAN,CAN,72,186,1989,DET,6,11,116
DAN.BOYLE,T.B,D,42,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
DAN.FRITSCHE,CBJ,C,33,1985-07-13,Parma,OH,USA,USA,73,204,2003,CBJ,2,16,46
DAN.GIRARDI,NYR,D,34,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
DAN.HAMHUIS,NSH,D,35,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
DAN.HINOTE,STL,R,41,1977-01-30,Leesburg,FL,USA,USA,72,187,1996,COL,7,5,167
DAN.JANCEVSKI,DAL,D,37,1981-06-15,Windsor,ON,CAN,CAN,75,222,1999,DAL,2,38,66
DAN.JANCEVSKI,T.B,D,37,1981-06-15,Windsor,ON,CAN,CAN,75,222,1999,DAL,2,38,66
DANE.BYERS,NYR,L,32,1986-02-21,Nipawin,SK,CAN,CAN,75,204,2004,NYR,2,18,48
DANIEL.ALFREDSSON,OTT,R,45,1972-12-11,Gothenburg,,SWE,SWE,71,203,1994,OTT,6,3,133
DANIEL.BRIERE,PHI,C,40,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
DANIEL.CARCILLO,PHX,L,33,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
DANIEL.CLEARY,DET,R,39,1978-12-18,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
DANIEL.PAILLE,BUF,L,34,1984-04-15,Welland,ON,CAN,CAN,73,200,2002,BUF,1,20,20
DANIEL.SEDIN,VAN,L,37,1980-09-26,Ornskoldsvik,,SWE,SWE,73,190,1999,VAN,1,2,2
DANIEL.WINNIK,PHX,L,33,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
DANNY.RICHMOND,CHI,D,34,1984-08-01,Chicago,IL,USA,USA,73,190,2003,CAR,2,1,31
DANY.HEATLEY,OTT,L,37,1981-01-21,Freiburg,,DEU,CAN,75,212,2000,ATL,1,2,2
DARCY.HORDICHUK,NSH,L,38,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
DARCY.TUCKER,TOR,R,43,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,MTL,6,21,151
DARREN.HAYDAR,ATL,R,38,1979-10-22,Toronto,ON,CAN,CAN,69,170,1999,NSH,9,5,248
DARREN.HELM,DET,C,31,1987-01-21,St. Andrews,MB,CAN,CAN,72,196,2005,DET,5,7,132
DARREN.MCCARTY,DET,R,46,1972-04-01,Burnaby,BC,CAN,CAN,73,210,1992,DET,2,22,46
DARRYL.BOOTLAND,NYI,R,36,1981-11-02,Toronto,ON,CAN,CAN,73,197,2000,COL,8,23,252
DARRYL.BOYCE,TOR,C,34,1984-07-07,Summerside,PE,CAN,CAN,72,200,-,-,-,-,-
DARRYL.SYDOR,PIT,D,46,1972-05-13,Edmonton,AB,CAN,CAN,73,211,1990,L.A,1,7,7
DAVE.BOLLAND,CHI,C,32,1986-06-05,Mimico,ON,CAN,CAN,72,184,2004,CHI,2,2,32
