Player,Team,Position,Age,Date.of.Birth,Birth.City,Birth.State.Province,Birth.Country,Nationality,Height..in.,Weight..lbs.,Draft.Year,Draft.Team,Draft.Round,Round.Pick,Overall.Draft.Position
DAVID.BACKES,STL,R,34,1984-05-01,Minneapolis,MN,USA,USA,75,221,2003,STL,2,32,62
DAVID.BOOTH,FLA,L,33,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
DAVID.BRINE,FLA,C,33,1985-01-06,Truro,NS,CAN,CAN,73,201,-,-,-,-,-
DAVID.CLARKSON,N.J,R,34,1984-03-31,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
DAVID.HALE,CGY,D,37,1981-06-18,Colorado Springs,CO,USA,USA,73,222,2000,N.J,1,22,22
DAVID.JONES,COL,R,34,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,COL,9,27,288
DAVID.KOCI,CHI,L,37,1981-05-12,Prague,,CZE,CZE,78,238,2000,PIT,5,16,146
DAVID.KREJCI,BOS,C,32,1986-04-28,Sternberk,,CZE,CZE,72,188,2004,BOS,2,33,63
DAVID.LEGWAND,NSH,C,38,1980-08-17,Detroit,MI,USA,USA,74,207,1998,NSH,1,2,2
DAVID.MOSS,CGY,R,36,1981-12-28,Livonia,MI,USA,USA,76,210,2001,CGY,7,24,220
DAVID.PERRON,STL,L,30,1988-05-28,Sherbrooke,QC,CAN,CAN,72,200,2007,STL,1,26,26
DAVID.STECKEL,WSH,C,36,1982-03-15,Milwaukee,WI,USA,USA,78,215,2001,L.A,1,30,30
DAVID.TANABE,CAR,D,38,1980-07-19,White Bear Lake,MN,USA,USA,73,212,1999,CAR,1,16,16
DAVID.VYBORNY,CBJ,R,43,1975-01-22,Jihlava,,CZE,CZE,70,181,1993,EDM,2,7,33
DAYMOND.LANGKOW,CGY,C,41,1976-09-27,Edmonton,AB,CAN,CAN,70,181,1995,T.B,1,5,5
DEAN.MCAMMOND,OTT,C,45,1973-06-15,Grand Cache,AB,CAN,CAN,71,195,1991,CHI,1,22,22
DENIS.GREBESHKOV,EDM,D,34,1983-10-11,Yaroslavl,,RUS,RUS,72,206,2002,L.A,1,18,18
DENIS.TOLPEKO,PHI,R,33,1985-01-29,Moscow,,RUS,RUS,73,190,-,-,-,-,-
DENNIS.SEIDENBERG,CAR,D,37,1981-07-18,Schwenningen,,DEU,DEU,72,199,2001,PHI,6,7,172
DENNIS.WIDEMAN,BOS,D,35,1983-03-20,Kitchener,ON,CAN,CAN,72,202,2002,BUF,8,12,241
DEREK.ARMSTRONG,L.A,C,45,1973-04-23,Ottawa,ON,CAN,CAN,72,197,1992,NYI,6,8,128
DEREK.BOOGAARD,MIN,L,36,1982-06-23,Saskatoon,SK,CAN,CAN,79,265,2001,MIN,7,6,202
DEREK.MACKENZIE,CBJ,C,37,1981-06-11,Sudbury,ON,CAN,CAN,71,181,1999,ATL,5,2,128
DEREK.MEECH,DET,D,34,1984-04-21,Winnipeg,MB,CAN,CAN,71,200,2002,DET,7,32,229
DEREK.MORRIS,PHX,D,40,1978-08-24,Edmonton,AB,CAN,CAN,72,210,1996,CGY,1,13,13
DEREK.ROY,BUF,C,35,1983-05-04,Ottawa,ON,CAN,CAN,69,184,2001,BUF,2,2,32
DERIAN.HATCHER,PHI,D,46,1972-06-04,Sterling Heights,MI,USA,USA,77,235,1990,MNS,1,8,8
DERICK.BRASSARD,CBJ,C,30,1987-09-22,Hull,QC,CAN,CAN,73,204,2006,CBJ,1,6,6
DEVIN.SETOGUCHI,S.J,R,31,1987-01-01,Taber,AB,CAN,CAN,72,205,2005,S.J,1,8,8
DICK.TARNSTROM,CBJ,D,43,1975-01-20,Sundbyberg,,SWE,SWE,73,205,1994,NYI,11,12,272
DICK.TARNSTROM,EDM,D,43,1975-01-20,Sundbyberg,,SWE,SWE,73,205,1994,NYI,11,12,272
DION.PHANEUF,CGY,D,33,1985-04-10,Edmonton,AB,CAN,CAN,75,219,2003,CGY,1,9,9
DJ.KING,STL,L,34,1984-06-27,Meadow Lake,SK,CAN,CAN,75,231,2002,STL,6,24,190
DMITRI.KALININ,BUF,D,38,1980-07-22,Chelyabinsk,,RUS,RUS,75,210,1998,BUF,1,18,18
DOMINIC.MOORE,MIN,C,38,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
DOMINIC.MOORE,TOR,C,38,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
DONALD.BRASHEAR,WSH,L,46,1972-01-07,Bedford,IN,USA,USA,75,237,-,-,-,-,-
DOUG.JANIK,T.B,D,38,1980-03-26,Agawam,MA,USA,USA,74,211,1999,BUF,2,27,55
DOUG.WEIGHT,ANA,C,47,1971-01-21,Detroit,MI,USA,USA,71,202,1990,NYR,2,13,34
DOUG.WEIGHT,STL,C,47,1971-01-21,Detroit,MI,USA,USA,71,202,1990,NYR,2,13,34
DOUGLAS.MURRAY,S.J,D,38,1980-03-12,Bromma,,SWE,SWE,75,240,1999,S.J,8,26,241
DREW.FATA,NYI,D,35,1983-07-28,Sault Ste. Marie,ON,CAN,CAN,73,209,2001,PIT,3,23,86
DREW.LARMAN,FLA,C,33,1985-05-15,Buffalo,NY,USA,USA,75,195,-,-,-,-,-
DREW.MILLER,ANA,L,34,1984-02-17,Dover,NJ,USA,USA,74,183,2003,ANA,6,19,186
DREW.STAFFORD,BUF,R,32,1985-10-30,Milwaukee,WI,USA,USA,74,215,2004,BUF,1,13,13
DUNCAN.KEITH,CHI,D,35,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
DUSTIN.BOYD,CGY,C,32,1986-07-16,Winnipeg,MB,CAN,CAN,72,187,2004,CGY,3,33,98
DUSTIN.BROWN,L.A,R,33,1984-11-04,Ithaca,NY,USA,USA,72,216,2003,L.A,1,13,13
DUSTIN.BYFUGLIEN,CHI,D,33,1985-03-27,Roseau,MN,USA,USA,77,260,2003,CHI,8,16,245
DUSTIN.PENNER,EDM,R,35,1982-09-28,Winkler,MB,CAN,CAN,76,247,-,-,-,-,-
DUVIE.WESTCOTT,CBJ,D,40,1977-10-30,Winnipeg,MB,CAN,CAN,71,196,-,-,-,-,-
ED.JOVANOVSKI,PHX,D,42,1976-06-26,Windsor,ON,CAN,CAN,75,220,1994,FLA,1,1,1
ENVER.LISIN,PHX,R,32,1986-04-22,Moscow,,RUS,RUS,74,200,2004,PHX,2,20,50
ERIC.BELANGER,MIN,C,40,1977-12-16,Sherbrooke,QC,CAN,CAN,71,185,1996,L.A,4,16,96
ERIC.BOULTON,ATL,L,42,1976-08-17,Halifax,NS,CAN,CAN,72,227,1994,NYR,9,26,234
ERIC.BREWER,STL,D,39,1979-04-17,Vernon,BC,CAN,CAN,76,216,1997,NYI,1,5,5
ERIC.FEHR,WSH,C,33,1985-09-07,Winkler,MB,CAN,CAN,76,208,2003,WSH,1,18,18
ERIC.GODARD,CGY,R,38,1980-03-07,Vernon,BC,CAN,CAN,76,222,-,-,-,-,-
ERIC.NYSTROM,CGY,L,35,1983-02-14,Syosset,NY,USA,USA,73,200,2002,CGY,1,10,10
ERIC.PERRIN,ATL,C,42,1975-11-01,Laval,QC,CAN,CAN,69,180,-,-,-,-,-
ERIC.STAAL,CAR,C,33,1984-10-29,Thunder Bay,ON,CAN,CAN,76,209,2003,CAR,1,2,2
ERIK.CHRISTENSEN,ATL,C,34,1983-12-17,Edmonton,AB,CAN,CAN,73,200,2002,PIT,3,6,69
ERIK.CHRISTENSEN,PIT,C,34,1983-12-17,Edmonton,AB,CAN,CAN,73,200,2002,PIT,3,6,69
ERIK.COLE,CAR,L,39,1978-11-06,Oswego,NY,USA,USA,74,205,1998,CAR,3,13,71
ERIK.JOHNSON,STL,D,30,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
ETHAN.MOREAU,EDM,L,42,1975-09-22,Huntsville,ON,CAN,CAN,75,223,1994,CHI,1,14,14
EVGENI.MALKIN,PIT,C,32,1986-07-31,Magnitogorsk,,RUS,RUS,75,195,2004,PIT,1,2,2
FEDOR.TYUTIN,NYR,D,35,1983-07-19,Izhevsk,,RUS,RUS,74,221,2001,NYR,2,10,40
FERNANDO.PISANI,EDM,R,41,1976-12-27,Edmonton,AB,CAN,CAN,73,205,1996,EDM,8,6,195
FILIP.KUBA,T.B,D,41,1976-12-29,Ostrava,,CZE,CZE,76,225,1995,FLA,8,10,192
FRANCIS.BOUILLON,MTL,D,42,1975-10-17,New York City,NY,USA,USA,68,194,-,-,-,-,-
FRANCOIS.BEAUCHEMIN,ANA,D,38,1980-06-04,Sorel,QC,CAN,CAN,71,208,1998,MTL,3,17,75
FRANS.NIELSEN,NYI,C,34,1984-04-24,Herning,,DNK,DNK,73,188,2002,NYI,3,24,87
FRANTISEK.KABERLE,CAR,D,44,1973-11-08,Kladno,,CZE,CZE,72,190,1999,L.A,3,10,76
FREDDY.MEYER,NYI,D,37,1981-01-04,Sanbornville,NH,USA,USA,70,185,-,-,-,-,-
FREDDY.MEYER,PHX,D,37,1981-01-04,Sanbornville,NH,USA,USA,70,185,-,-,-,-,-
FREDDY.MODIN,CBJ,L,43,1974-10-08,Sundsvall,,SWE,SWE,76,220,1994,TOR,3,12,64
FREDRIK.SJOSTROM,NYR,L,35,1983-05-06,Färgelanda,,SWE,SWE,73,218,2001,PHX,1,11,11
FREDRIK.SJOSTROM,PHX,L,35,1983-05-06,Färgelanda,,SWE,SWE,73,218,2001,PHX,1,11,11
GABE.GAUTHIER,L.A,L,34,1984-01-20,Torrance,CA,USA,USA,68,199,-,-,-,-,-
GARNET.EXELBY,ATL,D,37,1981-08-16,Craik,SK,CAN,CAN,73,215,1999,ATL,8,2,217
GARRETT.STAFFORD,DET,D,38,1980-01-28,Los Angeles,CA,USA,USA,73,207,-,-,-,-,-
GARTH.MURRAY,FLA,C,36,1982-09-17,Regina,SK,CAN,CAN,74,210,2001,NYR,3,16,79
GARTH.MURRAY,MTL,C,36,1982-09-17,Regina,SK,CAN,CAN,74,210,2001,NYR,3,16,79
GARY.ROBERTS,PIT,L,52,1966-05-23,North York,ON,CAN,CAN,74,215,1984,CGY,1,12,12
GEOFF.PLATT,ANA,C,33,1985-07-10,Mississauga,ON,CAN,CAN,69,175,-,-,-,-,-
GEOFF.SANDERSON,EDM,L,46,1972-02-01,Hay River,NT,CAN,CAN,72,190,1990,HFD,2,15,36
GEORGE.PARROS,ANA,R,38,1979-12-29,Washington,PA,USA,USA,77,224,1999,L.A,8,7,222
GEORGES.LARAQUE,PIT,R,41,1976-12-07,Montreal,QC,CAN,CAN,76,245,1995,EDM,2,5,31
GILBERT.BRULE,CBJ,C,31,1987-01-01,Edmonton,AB,CAN,CAN,71,187,2005,CBJ,1,6,6
GLEN.METROPOLIT,BOS,C,44,1974-06-25,Toronto,ON,CAN,CAN,70,196,-,-,-,-,-
GLEN.MURRAY,BOS,R,45,1972-11-01,Halifax,NS,CAN,CAN,75,218,1991,BOS,1,18,18
GLEN.WESLEY,CAR,D,49,1968-10-02,Red Deer,AB,CAN,CAN,73,207,1987,BOS,1,3,3
GREG.DE.VRIES,NSH,D,45,1973-01-04,Sundridge,ON,CAN,CAN,74,205,-,-,-,-,-
GREG.MOORE,NYR,R,34,1984-03-26,Lisbon,ME,USA,USA,73,225,2003,CGY,5,7,143
GREG.ZANON,NSH,D,38,1980-06-05,Burnaby,BC,CAN,CAN,71,201,2000,OTT,5,26,156
GREGORY.CAMPBELL,FLA,C,34,1983-12-17,London,ON,CAN,CAN,72,188,2002,FLA,3,4,67
GREGORY.STEWART,MTL,L,32,1986-05-21,Kitchener,ON,CAN,CAN,74,202,2004,MTL,8,19,246
GUILLAUME.LATENDRESSE,MTL,L,31,1987-05-24,Ste-Catherine,QC,CAN,CAN,74,230,2005,MTL,2,15,45
HAL.GILL,PIT,D,43,1975-04-06,Concord,MA,USA,USA,79,243,1993,BOS,8,25,207
HAL.GILL,TOR,D,43,1975-04-06,Concord,MA,USA,USA,79,243,1993,BOS,8,25,207
HENRIK.SEDIN,VAN,C,37,1980-09-26,Ornskoldsvik,,SWE,SWE,74,183,1999,VAN,1,3,3
HENRIK.TALLINDER,BUF,D,39,1979-01-10,Stockholm,,SWE,SWE,76,209,1997,BUF,2,22,48
HENRIK.ZETTERBERG,DET,L,37,1980-10-09,Njurunda,,SWE,SWE,72,197,1999,DET,7,24,210
IAN.LAPERRIERE,COL,R,44,1974-01-19,Montreal,QC,CAN,CAN,73,200,1992,STL,7,14,158
IAN.WHITE,TOR,D,34,1984-06-04,Steinbach,MB,CAN,CAN,70,191,2002,TOR,6,25,191
ILYA.KOVALCHUK,ATL,R,35,1983-04-15,Tver,,RUS,RUS,75,230,2001,ATL,1,1,1
ILYA.ZUBOV,OTT,C,31,1987-02-14,Chelyabinsk,,RUS,RUS,72,211,2005,OTT,4,7,98
IVAN.BARANKA,NYR,D,33,1985-05-19,Ilava,,SVK,SVK,75,205,2003,NYR,2,20,50
J.P.DUMONT,NSH,R,40,1978-04-01,Montreal,QC,CAN,CAN,73,205,1996,NYI,1,3,3
JACK.HILLEN,NYI,D,32,1986-01-24,Minnetonka,MN,USA,USA,70,190,-,-,-,-,-
JACK.JOHNSON,L.A,D,31,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
JACK.SKILLE,CHI,R,31,1987-05-19,Madison,WI,USA,USA,73,216,2005,CHI,1,7,7
JAKE.DOWELL,CHI,C,33,1985-03-04,Eau Claire,WI,USA,USA,72,200,2004,CHI,5,11,140
JAMAL.MAYERS,STL,R,43,1974-10-24,Toronto,ON,CAN,CAN,73,222,1993,STL,4,11,89
JAMES.SHEPPARD,MIN,C,30,1988-04-25,Halifax,NS,CAN,CAN,73,215,2006,MIN,1,9,9
JAMES.WISNIEWSKI,CHI,D,34,1984-02-21,Canton,MI,USA,USA,71,203,2002,CHI,5,25,156
JAMIE.LANGENBRUNNER,N.J,R,43,1975-07-24,Cloquet,MN,USA,USA,73,205,1993,DAL,2,9,35
JAN.HEJDA,CBJ,D,40,1978-06-18,Prague,,CZE,CZE,76,230,2003,BUF,4,5,106
JAN.HLAVAC,NSH,L,41,1976-09-20,Prague,,CZE,CZE,72,201,1995,NYI,2,2,28
JAN.HLAVAC,T.B,L,41,1976-09-20,Prague,,CZE,CZE,72,201,1995,NYI,2,2,28
JANNIK.HANSEN,VAN,R,32,1986-03-15,Rødovre,,DNK,DNK,73,198,2004,VAN,9,29,287
JARED.BOLL,CBJ,R,32,1986-05-13,Charlotte,NC,USA,USA,75,206,2005,CBJ,4,10,101
JARKKO.RUUTU,PIT,L,43,1975-08-23,Helsinki,,FIN,FIN,73,204,1998,VAN,3,10,68
JAROME.IGINLA,CGY,R,41,1977-07-01,Edmonton,AB,CAN,CAN,73,210,1995,DAL,1,11,11
JAROMIR.JAGR,NYR,R,46,1972-02-15,Kladno,,CZE,CZE,75,230,1990,PIT,1,5,5
JAROSLAV.HLINKA,COL,C,41,1976-11-10,Prague,,CZE,CZE,70,185,-,-,-,-,-
JAROSLAV.MODRY,L.A,D,47,1971-02-27,Ceské Budejovice,,CZE,CZE,74,220,1990,N.J,9,11,179
JAROSLAV.MODRY,PHI,D,47,1971-02-27,Ceské Budejovice,,CZE,CZE,74,220,1990,N.J,9,11,179
JAROSLAV.SPACEK,BUF,D,44,1974-02-11,Rokycany,,CZE,CZE,72,210,1998,FLA,5,3,117
JARRET.STOLL,EDM,C,36,1982-06-24,Melville,SK,CAN,CAN,73,216,2002,EDM,2,6,36
JASON.ARNOTT,NSH,C,43,1974-10-11,Collingwood,ON,CAN,CAN,77,220,1993,EDM,1,7,7
JASON.BLAKE,TOR,L,45,1973-09-02,Moorhead,MN,USA,USA,70,190,-,-,-,-,-
JASON.CHIMERA,CBJ,L,39,1979-05-02,Edmonton,AB,CAN,CAN,75,215,1997,EDM,5,15,121
JASON.JAFFRAY,VAN,L,37,1981-06-30,Olds,AB,CAN,CAN,73,195,-,-,-,-,-
JASON.KING,ANA,R,37,1981-09-14,Corner Brook,NL,CAN,CAN,72,193,2001,VAN,7,16,212
JASON.POMINVILLE,BUF,R,35,1982-11-30,Repentigny,QC,CAN,USA,72,180,2001,BUF,2,25,55
JASON.SMITH,PHI,D,44,1973-11-02,Calgary,AB,CAN,CAN,75,220,1992,N.J,1,18,18
JASON.SPEZZA,OTT,C,35,1983-06-13,Toronto,ON,CAN,CAN,75,214,2001,OTT,1,2,2
JASON.STRUDWICK,NYR,D,43,1975-07-17,Edmonton,AB,CAN,CAN,76,226,1994,NYI,3,11,63
JASON.WARD,T.B,R,39,1979-01-16,Chapleau,ON,CAN,CAN,74,208,1997,MTL,1,11,11
JASON.WILLIAMS,CHI,C,38,1980-08-11,London,ON,CAN,CAN,71,192,-,-,-,-,-
JASSEN.CULLIMORE,FLA,D,45,1972-12-04,Simcoe,ON,CAN,CAN,77,235,1991,VAN,2,7,29
JAY.BOUWMEESTER,FLA,D,34,1983-09-27,Edmonton,AB,CAN,CAN,76,206,2002,FLA,1,3,3
JAY.LEACH,T.B,D,39,1979-09-02,Syracuse,NY,USA,USA,77,220,1998,PHX,5,1,115
JAY.MCCLEMENT,STL,C,35,1983-03-02,Kingston,ON,CAN,CAN,73,205,2001,STL,2,27,57
JAY.MCKEE,STL,D,41,1977-09-08,Kingston,ON,CAN,CAN,76,203,1995,BUF,1,14,14
JAY.PANDOLFO,N.J,L,43,1974-12-27,Winchester,MA,USA,USA,73,190,1993,N.J,2,6,32
JEAN.FRANCOIS.JACQUES,EDM,L,33,1985-04-29,Montreal,QC,CAN,CAN,75,231,2003,EDM,2,38,68
JED.ORTMEYER,NSH,R,40,1978-09-03,Omaha,NE,USA,USA,72,200,-,-,-,-,-
JEFF.CARTER,PHI,C,33,1985-01-01,London,ON,CAN,CAN,75,217,2003,PHI,1,11,11
JEFF.COWAN,VAN,L,41,1976-09-27,Scarborough,ON,CAN,CAN,74,205,-,-,-,-,-
JEFF.FINGER,COL,D,38,1979-12-18,Houghton,MI,USA,USA,73,209,1999,COL,8,25,240
JEFF.GIULIANO,L.A,L,39,1979-06-20,Nashua,NH,USA,USA,69,205,-,-,-,-,-
JEFF.HALPERN,DAL,C,42,1976-05-03,Washington,DC,USA,USA,72,190,-,-,-,-,-
JEFF.HALPERN,T.B,C,42,1976-05-03,Washington,DC,USA,USA,72,190,-,-,-,-,-
JEFF.HAMILTON,CAR,C,41,1977-09-04,Dayton,OH,USA,USA,70,185,-,-,-,-,-
JEFF.HOGGAN,BOS,R,40,1978-02-01,Hope,BC,CAN,CAN,73,193,-,-,-,-,-
JEFF.SCHULTZ,WSH,D,32,1986-02-25,Calgary,AB,CAN,CAN,78,225,2004,WSH,1,27,27
JEFF.TAFFE,PIT,L,37,1981-02-19,Hastings,MN,USA,USA,75,207,2000,STL,1,30,30
JEFF.TAMBELLINI,NYI,L,34,1984-04-13,Calgary,AB,CAN,CAN,71,186,2003,L.A,1,27,27
JEFF.WOYWITKA,STL,D,35,1983-09-01,Vermilion,AB,CAN,CAN,75,227,2001,PHI,1,27,27
JERE.LEHTINEN,DAL,R,45,1973-06-24,Espoo,,FIN,FIN,72,194,1992,MNS,4,16,88
JEREMY.COLLITON,NYI,C,33,1985-01-13,Blackie,AB,CAN,CAN,74,214,2003,NYI,2,28,58
JEREMY.REICH,BOS,C,39,1979-02-11,Craik,SK,CAN,CAN,73,203,1997,CHI,2,13,39
JEREMY.ROENICK,S.J,C,48,1970-01-17,Boston,MA,USA,USA,73,205,1988,CHI,1,8,8
JEREMY.WILLIAMS,TOR,R,34,1984-01-26,Regina,SK,CAN,CAN,72,191,2003,TOR,7,23,220
JERRED.SMITHSON,NSH,C,39,1979-02-04,Vernon,BC,CAN,CAN,75,209,-,-,-,-,-
JESSE.BOULERICE,PHI,R,40,1978-08-10,Plattsburgh,NY,USA,USA,74,215,1996,PHI,5,25,133
JESSE.WINCHESTER,OTT,C,34,1983-10-04,Long Sault,ON,CAN,CAN,73,205,-,-,-,-,-
JIM.DOWD,PHI,C,49,1968-12-25,Brick,NJ,USA,USA,72,180,1987,N.J,8,2,149
JIM.SLATER,ATL,C,35,1982-12-09,Lapeer,MI,USA,USA,72,195,2002,ATL,1,30,30
JIM.VANDERMEER,CGY,D,38,1980-02-21,Caroline,AB,CAN,CAN,73,210,-,-,-,-,-
JIM.VANDERMEER,CHI,D,38,1980-02-21,Caroline,AB,CAN,CAN,73,210,-,-,-,-,-
JIM.VANDERMEER,PHI,D,38,1980-02-21,Caroline,AB,CAN,CAN,73,210,-,-,-,-,-
JIRI.HUDLER,DET,R,34,1984-01-04,Olomouc,,CZE,CZE,70,190,2002,DET,2,28,58
JIRI.NOVOTNY,CBJ,C,35,1983-08-12,Pelhrimov,,CZE,CZE,75,204,2001,BUF,1,22,22
JIRI.TLUSTY,TOR,L,30,1988-03-16,Slany,,CZE,CZE,72,205,2006,TOR,1,13,13
JOAKIM.LINDSTROM,CBJ,C,34,1983-12-05,Skellefteå,,SWE,SWE,72,187,2002,CBJ,2,11,41
JOCHEN.HECHT,BUF,C,41,1977-06-21,Mannheim,,DEU,DEU,73,198,1995,STL,2,23,49
JODY.SHELLEY,CBJ,L,42,1976-02-07,Thompson,MB,CAN,CAN,75,230,-,-,-,-,-
JODY.SHELLEY,S.J,L,42,1976-02-07,Thompson,MB,CAN,CAN,75,230,-,-,-,-,-
JOE.CORVO,CAR,D,41,1977-06-20,Oak Park,IL,USA,USA,72,204,1997,L.A,4,3,83
JOE.CORVO,OTT,D,41,1977-06-20,Oak Park,IL,USA,USA,72,204,1997,L.A,4,3,83
JOE.DIPENTA,ANA,D,39,1979-02-25,Barrie,ON,CAN,CAN,74,220,1998,FLA,3,3,61
JOE.JENSEN,CAR,C,35,1983-02-06,Plymouth,MN,USA,USA,71,180,2003,PIT,8,3,232
JOE.MOTZKO,WSH,R,38,1980-03-14,Bemidji,MN,USA,USA,72,184,-,-,-,-,-
JOE.PAVELSKI,S.J,C,34,1984-07-11,Plover,WI,USA,USA,71,195,2003,S.J,7,8,205
JOE.SAKIC,COL,C,49,1969-07-07,Burnaby,BC,CAN,CAN,71,195,1987,QUE,1,15,15
JOE.THORNTON,S.J,C,39,1979-07-02,London,ON,CAN,CAN,76,220,1997,BOS,1,1,1
JOEL.KWIATKOWSKI,ATL,D,41,1977-03-22,Kindersley,SK,CAN,CAN,72,205,1996,DAL,8,5,194
JOEL.LUNDQVIST,DAL,C,36,1982-03-02,Are,,SWE,SWE,73,194,2000,DAL,3,3,68
JOEL.PERRAULT,PHX,C,35,1983-04-06,Montreal,QC,CAN,CAN,74,212,2001,ANA,5,6,137
JOEY.MORMINA,CAR,D,36,1982-06-29,Montreal,QC,CAN,CAN,78,220,2002,PHI,6,27,193
JOFFREY.LUPUL,PHI,L,34,1983-09-23,Fort Saskatchewan,AB,CAN,CAN,73,206,2002,ANA,1,7,7
JOHAN.FRANZEN,DET,R,38,1979-12-23,Vetlanda,,SWE,SWE,76,232,2004,DET,3,32,97
JOHN.ERSKINE,WSH,D,38,1980-06-26,Kingston,ON,CAN,CAN,76,220,1998,DAL,2,12,39
JOHN.MADDEN,N.J,C,45,1973-05-04,Toronto,ON,CAN,CAN,71,190,-,-,-,-,-
JOHN.POHL,TOR,C,39,1979-06-29,Rochester,MN,USA,USA,73,196,1998,STL,9,27,255
JOHN.ZEILER,L.A,R,35,1982-11-21,Jefferson Hills,PA,USA,USA,71,204,2002,PHX,5,1,132
JOHN.MICHAEL.LILES,COL,D,37,1980-11-25,Indianapolis,IN,USA,USA,70,185,2000,COL,5,29,159
JOHNNY.BOYCHUK,COL,D,34,1984-01-19,Edmonton,AB,CAN,CAN,74,227,2002,COL,2,31,61
JOHNNY.ODUYA,N.J,D,36,1981-10-01,Stockholm,,SWE,SWE,72,195,2001,WSH,7,25,221
JON.KLEMM,L.A,D,48,1970-01-08,Cranbrook,BC,CAN,CAN,74,205,-,-,-,-,-
JON.SIM,NYI,L,40,1977-09-29,New glasgow,NS,CAN,CAN,70,189,1996,DAL,3,18,70
JONATHAN.CHEECHOO,S.J,R,38,1980-07-15,Moose Factory,ON,CAN,CAN,73,206,1998,S.J,2,2,29
JONATHAN.ERICSSON,DET,D,34,1984-03-02,Karlskrona,,SWE,SWE,76,220,2002,DET,9,31,291
JONATHAN.FILEWICH,PIT,R,33,1984-10-02,Kelowna,BC,CAN,CAN,74,208,2003,PIT,3,2,70
JONATHAN.TOEWS,CHI,C,30,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,CHI,1,3,3
JONI.PITKANEN,EDM,D,35,1983-09-19,Oulu,,FIN,FIN,75,220,2002,PHI,1,4,4
JORDAN.HENDRY,CHI,D,34,1984-02-23,Lanigan,SK,CAN,CAN,72,194,-,-,-,-,-
JORDAN.LAVALLEE.SMOTHERMAN,ATL,L,32,1986-05-11,Corvallis,OR,USA,USA,75,225,2005,ATL,4,25,116
JORDAN.LEOPOLD,COL,D,38,1980-08-03,Golden Valley,MN,USA,USA,73,206,1999,ANA,2,16,44
JORDAN.STAAL,PIT,C,30,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,PIT,1,2,2
JORDIN.TOOTOO,NSH,R,35,1983-02-02,Churchill,MB,CAN,CAN,69,195,2001,NSH,4,2,98
JOSEF.VASICEK,NYI,C,38,1980-09-12,Havlickuv Brod,,CZE,CZE,77,214,1998,CAR,4,5,91
JOSH.GORGES,MTL,D,34,1984-08-14,Kelowna,BC,CAN,CAN,73,204,-,-,-,-,-
JOSH.GRATTON,PHX,L,36,1982-09-09,Brantford,ON,CAN,CAN,74,215,-,-,-,-,-
JOSH.HENNESSY,OTT,C,33,1985-02-07,Brockton,MA,USA,USA,72,200,2003,S.J,2,13,43
JOSH.LANGFELD,NSH,R,41,1977-07-17,Fridley,MN,USA,USA,75,215,1997,OTT,3,13,66
JOZEF.STUMPEL,FLA,L,46,1972-07-20,Nitra,,SVK,SVK,75,222,1991,BOS,2,18,40
JUNIOR.LESSARD,DAL,R,38,1980-05-26,St. Joseph De Beauce,QC,CAN,CAN,71,191,-,-,-,-,-
JUNIOR.LESSARD,T.B,R,38,1980-05-26,St. Joseph De Beauce,QC,CAN,CAN,71,191,-,-,-,-,-
JUSSI.JOKINEN,DAL,L,35,1983-04-01,Kalajoki,,FIN,FIN,72,191,2001,DAL,6,27,192
JUSSI.JOKINEN,T.B,L,35,1983-04-01,Kalajoki,,FIN,FIN,72,191,2001,DAL,6,27,192
JUSTIN.ABDELKADER,DET,L,31,1987-02-25,Muskegon,MI,USA,USA,74,214,2005,DET,2,12,42
JUSTIN.WILLIAMS,CAR,R,36,1981-10-04,Cobourg,ON,CAN,CAN,73,188,2000,PHI,1,28,28
KAMIL.KREPS,FLA,C,33,1984-11-18,Litomerice,,CZE,CZE,74,194,2003,FLA,2,8,38
KAREL.RACHUNEK,N.J,D,39,1979-08-27,Zlin,,CZE,CZE,74,220,1997,OTT,9,12,229
KARL.STEWART,T.B,L,35,1983-06-30,Scarborough,ON,CAN,CAN,71,185,-,-,-,-,-
KARLIS.SKRASTINS,COL,D,44,1974-07-09,Riga,,LVA,LVA,74,208,1998,NSH,9,2,230
KARLIS.SKRASTINS,FLA,D,44,1974-07-09,Riga,,LVA,LVA,74,208,1998,NSH,9,2,230
KEITH.AUCOIN,CAR,C,39,1978-11-06,Waltham,MA,USA,USA,68,171,-,-,-,-,-
KEITH.BALLARD,PHX,D,35,1982-11-26,Baudette,MN,USA,USA,71,204,2002,BUF,1,11,11
KEITH.CARNEY,MIN,D,48,1970-02-03,Providence,RI,USA,USA,73,207,1988,BUF,4,13,76
